epoch	time	lr	train loss	train acc	testloss	test acc
92	21.6	0.01	2.05	45.9	2.59	37.2
93	21.6	0.01	2.05	46.0	2.59	37.1
94	21.6	0.01	2.05	45.9	2.58	37.4
95	21.6	0.01	2.05	46.0	2.58	38.0
96	21.6	0.01	2.04	46.4	2.6	38.1
97	21.6	0.01	2.03	46.7	2.58	37.5
98	21.6	0.01	2.03	46.6	2.61	37.1
99	21.7	0.01	2.03	46.7	2.59	37.7
100	21.6	0.01	2.03	46.3	2.61	37.6
101	21.6	0.0001	1.98	47.6	2.55	38.3
102	21.6	0.001	1.95	48.3	2.53	38.8
103	21.6	0.001	1.95	48.5	2.54	38.1
104	21.6	0.001	1.95	48.5	2.55	38.3
105	21.6	0.001	1.95	48.7	2.54	38.5
106	21.6	0.001	1.94	49.0	2.55	38.4
107	21.6	0.001	1.94	49.0	2.55	38.0
108	21.7	0.001	1.94	48.7	2.56	38.4
109	21.7	0.001	1.93	48.9	2.55	39.1
110	21.6	0.001	1.93	48.8	2.55	38.1
111	21.6	0.001	1.93	48.8	2.54	38.1
112	21.6	0.001	1.93	49.0	2.55	38.1
113	21.6	0.001	1.93	49.2	2.57	37.9
114	21.7	0.001	1.93	48.9	2.56	38.4
115	21.6	0.001	1.93	49.0	2.57	38.2
116	21.6	0.001	1.92	49.1	2.55	38.4
117	21.6	0.001	1.92	49.1	2.55	38.4
118	21.6	0.001	1.92	49.2	2.56	38.2
119	21.6	0.001	1.92	49.4	2.56	38.6
120	21.6	0.001	1.92	49.4	2.56	38.1
121	21.6	0.001	1.91	49.2	2.56	38.2
122	21.6	0.001	1.92	49.3	2.56	38.5
123	21.5	0.001	1.92	49.2	2.56	38.5
124	21.6	0.001	1.92	49.5	2.56	38.3
125	21.6	0.001	1.91	49.4	2.57	38.2
126	21.7	0.001	1.92	49.2	2.59	37.9
127	21.6	0.001	1.91	49.3	2.58	37.7
128	21.8	0.001	1.91	49.5	2.57	38.5
129	21.8	0.001	1.91	49.2	2.55	38.9
130	21.7	0.001	1.91	49.4	2.58	38.4
131	21.6	0.001	1.91	49.3	2.57	38.7
132	21.6	0.001	1.91	49.3	2.56	38.5
133	21.8	0.001	1.91	49.4	2.58	38.5
134	21.6	0.001	1.9	49.7	2.58	37.8
135	21.7	0.001	1.9	49.5	2.6	37.7
136	21.7	0.001	1.9	49.7	2.58	38.1
137	21.7	0.001	1.91	49.6	2.58	38.3
138	21.7	0.001	1.91	49.5	2.59	38.0
139	21.7	0.001	1.91	49.6	2.58	37.9
140	21.6	0.001	1.9	49.6	2.58	38.3
141	21.6	0.001	1.9	49.6	2.57	38.5
142	21.7	0.001	1.89	49.7	2.59	38.5
143	21.6	0.001	1.9	49.7	2.58	38.7
144	21.6	0.001	1.9	49.5	2.59	38.3
145	21.6	0.001	1.9	49.7	2.6	38.1
146	21.8	0.001	1.9	49.7	2.58	38.2
147	21.9	0.001	1.9	49.8	2.59	37.9
148	21.7	0.001	1.89	49.9	2.6	38.1
149	21.7	0.001	1.88	50.0	2.56	38.5
